"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_titulo";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano"
"2222469-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222469-2";"2019-10-01";"Aprovado, com a inclusão do senhor Juarez Monteiro Molinari - Presidente da Associação Brasileira de Medicina de Tráfego -  ABRAMET.";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2222476-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222476-2";"2019-10-01";"Aprovado";"2194899";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2194899";"PEC 24/2019";"Acrescenta inciso V ao § 6º do art. 107 do Ato das Disposições Constitucionais Transitórias, para excluir despesas de instituições federais de ensino, nos termos especificados, da base de cálculo e dos limites individualizados para as despesas primárias.";"136";"PEC";"24";"2019"
"2222484-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222484-3";"2019-10-02";"Aprovado";"2222484";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222484";"REQ 309/2019 CSSF";"Requer a realização de audiência pública conjunta, desta Comissão de Seguridade Social e Familia com a Comissão de Ciência e Tecnologia, Comunicação e Informática, destinada a debater a privatização da Fundação para o Remédio Popular ""Chopin Tavares de Lima"" - FURP.";"294";"REQ";"309";"2019"
"2222494-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222494-2";"2019-10-08";"Aprovado";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2222495-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222495-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222496-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222496-2";"2019-10-09";"Aprovado";"1198512";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1198512";"PEC 15/2015";"Insere parágrafo único no art. 193; inciso IX, no art. 206 e art. 212-A, todos na Constituição Federal, de forma a tornar o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb instrumento permanente de financiamento da educação básica pública, incluir o planejamento na ordem social e inserir  novo princípio no rol daqueles  com base nos quais a educação será ministrada, e revoga o art. 60 do Ato das Disposições Constitucionais Transitórias.

NOVA EMENTA: Altera a Constituição Federal para estabelecer critérios de distribuição da cota municipal do Imposto Sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação  (ICMS), para disciplinar a disponibilização de dados contábeis pelos entes federados, para tratar do planejamento na ordem social e para dispor sobre o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb); altera o Ato das Disposições Constitucionais Transitórias; e dá outras providências";"136";"PEC";"15";"2015"
"2222529-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222529-3";"2019-10-09";"Aprovado.";"2219972";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2219972";"PLP 216/2019";"Regulamenta o parágrafo único do art. 23 da Constituição, institui o Sistema Nacional de Educação e fixa normas da cooperação federativa entre a União, os estados, o Distrito Federal e os municípios, entre os estados e os seus municípios, para garantir a educação como direito social, e para cumprir o disposto no Plano Nacional de Educação - PNE e na Lei de Diretrizes e Bases da Educação Nacional - LDB.";"140";"PLP";"216";"2019"
"2222576-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222576-3";"2019-10-09";"Aprovado, com a inclusão do Professor Daniel Cara entre os convidados.";"2217871";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217871";"REQ 244/2019 CE";"Requer a realização de audiência pública para debater a possibilidade de escolas conveniadas e vale educação com recursos do FUNDEB.";"294";"REQ";"244";"2019"
"2222582-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222582-3";"2019-10-02";"Aprovado. Requerimento subscrito pelo Dep. Ossessio Silva";"2222582";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222582";"REQ 310/2019 CSSF";"Requer que sejam convidados diversas autoridades  para particiaparem de Reunião Técnica do Grupo de Trabalho de Imunização e Cobertura Vacinal no País, no âmbito da Comissão de Seguridade Social e Família (CSSF).";"147";"REQ";"310";"2019"
"2222599-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222599-2";"2019-10-09";"Aprovado.";"2216169";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2216169";"PL 4583/2019";"Altera o Código de Trânsito Brasileiro para transformar em média a infração correspondente à conduta de efetuar transporte não licenciado remunerado de pessoas ou bens.";"139";"PL";"4583";"2019"
"2222604-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222604-2";"2019-10-08";"Aprovado";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2222611-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222611-23";"2019-11-12";"Aprovado o Requerimento Procedimental de retirada de pauta.";"2222611";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222611";"PL 5292/2019";"Dispõe sobre a proteção e segurança dos consumidores nas agências e postos bancários.";"139";"PL";"5292";"2019"
"2222611-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222611-29";"2019-12-04";"Aprovado o Parecer.";"2222611";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222611";"PL 5292/2019";"Dispõe sobre a proteção e segurança dos consumidores nas agências e postos bancários.";"139";"PL";"5292";"2019"
"2222613-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222613-2";"2019-10-02";"Aprovado.";"2220697";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220697";"REQ 76/2019 CDEICS";"Requer a realização de Audiência Pública no âmbito da Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços, para promover consulta acerca da Proposta de Lei nº 6.229, de 2005, de autoria do ex-deputado Medeiros, cujo objetivo é alterar o § 7º do art. 6º da Lei nº 11.101, de 9 de fevereiro de 2005, que ""Regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária"", para submeter todos os créditos tributários à recuperação judicial.";"147";"REQ";"76";"2019"
"2222615-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222615-2";"2019-10-08";"Aprovado";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2222617-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222617-2";"2019-10-02";"Aprovado com subscrição do Deputado Laercio Oliveira (PP/SE).";"2194497";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2194497";"PL 1581/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para tornar obrigatório o fornecimento aos proprietários de veículos automotores, no ato da comercialização, de informações relativas as ações e metas de redução de mortes e lesões no trânsito e os dispositivos de segurança dos veículos para evitar acidentes.";"139";"PL";"1581";"2019"
"2222623-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222623-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222624-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222624-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222625-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222625-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222626-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222626-4";"2019-10-02";"Aprovado com aditamento para inclusão de representante do Ministério da Saúde.";"2222626";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222626";"REQ 126/2019 CCTCI";"Requer a realização de audiência pública na Comissão de Ciência, Tecnologia, Comunicação e Informática, destinada a debater a privatização da Fundação para o Remédio Popular ""Chopin Tavares de Lima"" - FURP.";"294";"REQ";"126";"2019"
"2222627-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222627-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222629-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222629-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222644-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222644-5";"2019-10-01";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2221581";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2221581";"PL 5197/2019";"Altera o Código Penal para tipificar a conduta de apologia de suicídio.";"139";"PL";"5197";"2019"
"2222645-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222645-5";"2019-10-01";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"600672";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/600672";"PL 6754/2013";"Institui política nacional de prevenção do diabetes e de assistência integral à saúde da pessoa portadora de Diabetes.

NOVA EMENTA: Institui a Política Nacional de Prevenção do Diabetes e de Assistência Integral à Pessoa Diabética.";"139";"PL";"6754";"2013"
"2222651-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222651-2";"2019-10-03";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2222657-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222657-3";"2019-10-02";"Aprovado o Requerimento.";"2217289";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217289";"REQ 41/2019 CDU";"Requer a realização de Audiência Pública com a finalidade de debater sobre a demarcação dos terrenos da marinha e seus procedimentos de identificação.";"294";"REQ";"41";"2019"
"2222673-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222673-2";"2019-10-08";"Aprovado";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2222677-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222677-2";"2019-10-08";"Aprovado";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2222729-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222729-2";"2019-10-02";"Aprovado.";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2222743-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222743-4";"2019-10-02";"Aprovado o Requerimento.";"2222743";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222743";"REQ 98/2019 CCJC";"Requer o envio de convite ao ex-Procurador-Geral da República, Rodrigo Janot, ao Procurador da República, ex-chefe de gabinete do PGR, Eduardo Pelella e ao advogado e ex-Ministro da Justiça, José Eduardo Cardozo para um esclarecimento.";"147";"REQ";"98";"2019"
"2222765-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222765-3";"2019-10-02";"Aprovado";"2214499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2214499";"REQ 42/2019 CMULHER";"Requer a realização de Audiência Pública para debater proposições legislativas e campanhas, publicitárias e educativas, de promoção de direitos e de prevenção das violências contra as mulheres, voltadas ao público escolar e à sociedade em geral, bem como para debater a difusão dos instrumentos de proteção aos direitos humanos das mulheres, em parceria entre a CE e a CMULHER.";"294";"REQ";"42";"2019"
"2222767-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222767-4";"2019-10-01";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2212362";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2212362";"PL 4121/2019";"Estabelece os limites de gastos de campanha para as eleições de 2020 e dá outras providências.

NOVA EMENTA: Altera a Lei nº 9.504, de 30 de setembro de 1997, a fim de estabelecer os limites de gastos de campanha para as eleições municipais.";"139";"PL";"4121";"2019"
"2222768-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222768-2";"2019-10-02";"Aprovado";"2205236";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205236";"REQ 35/2019 CMULHER";"Requer a realização de Audiência Pública com o tema ""Impactos do Pacote Anticrime e da flexibilização do acesso a armas de fogo nos indicadores de feminicídio e de violência contra a mulher""";"147";"REQ";"35";"2019"
"2222780-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222780-2";"2019-10-03";"Aprovado o Requerimento, com o aditamento dos seguintes locais: Hospital das Clínicas da Universidade de São Paulo (USP) - Dra. Elosía Bonfá; Hospital da Universidade Federal de São Paulo (UNIFESP) - Dra. Ana Maria Martis; Escola Nacional de Saúde Pública da Fundação Oswaldo Cruz - Dr. Sérgio Rego, Hospital das Clínicas de Porto Alegre - Dr. Roberto Giugliani; Hospital da Pontífica Universidade Católica de Porto Alegre  - Dr. Mauro Keiserman; AC Camargo Câncer Center (São Paulo) - Dr. José Humberto Fregnani.";"2125189";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2125189";"PL 7082/2017";"Dispõe sobre a pesquisa clínica com seres humanos e institui o Sistema Nacional de Ética em Pesquisa Clínica com Seres Humanos.";"139";"PL";"7082";"2017"
"2222803-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222803-2";"2019-10-08";"Aprovado";"2194879";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2194879";"PL 1646/2019";"Estabelece medidas para o combate ao devedor contumaz e de fortalecimento da cobrança da dívida ativa e altera a Lei nº 6.830, de 22 de setembro de 1980, a Lei nº 8.397, de 6 de janeiro de 1992, e a Lei nº 9.430, de 27 de dezembro de 1996.";"139";"PL";"1646";"2019"
"2222807-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222807-24";"2019-12-10";"Rejeitado o Requerimento de Retirada de Pauta.";"2222807";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222807";"PL 5320/2019";"Insere §4º ao Art. 833 da Lei nº 13.105, de 16 de março de 2015, que institui o Código de Processo Civil, para tornar absolutamente impenhoráveis os vencimentos, os subsídios, os soldos, os salários, as remunerações, os proventos de aposentadoria, as pensões, os pecúlios e os montepios, o seguro de vida, a pequena propriedade rural e outros.";"139";"PL";"5320";"2019"
"2222900-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222900-2";"2019-10-09";"Aprovado.";"2222900";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222900";"REQ 66/2019 CPD";"CPD - Requer a realização de Audiência Pública para apresentar a esta Comissão, experiências vividas no Programa Planeta Vida, do município de Três Rios -RJ.";"294";"REQ";"66";"2019"
"2222991-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222991-6";"2019-10-16";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 371; não: 8; abstenção: 1; total: 380.";"2207511";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207511";"PL 3443/2019";"Dispõe sobre a Prestação Digital dos Serviços Públicos na Administração Pública - Governo Digital.";"139";"PL";"3443";"2019"
"2222992-9";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2222992-9";"2019-11-06";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 283; não: 65; abstenção: 1; total: 349.";"2207515";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207515";"PL 3444/2019";"Altera a Lei nº 12.846, de 1º de agosto de 2013, para permitir a alienação do controle acionário em casos de fraude à licitação.";"139";"PL";"3444";"2019"
"2223555-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223555-22";"2019-11-20";"Aprovado o Parecer.";"2223555";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223555";"PL 5345/2019";"Cria nova hipótese de dispensa de licitação.";"139";"PL";"5345";"2019"
"2223601-21";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223601-21";"2019-11-06";"Aprovado por Unanimidade o Parecer.";"2223601";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223601";"PDL 650/2019";"Aprova o texto da Convenção entre a República Federativa do Brasil e a Confederação Suíça para Eliminar a Dupla Tributação em Relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais, e seu Protocolo, assinados em Brasília, em 3 de maio de 2018.";"554";"PDL";"650";"2019"
"2223601-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223601-28";"2019-12-03";"Aprovado o Parecer.";"2223601";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223601";"PDL 650/2019";"Aprova o texto da Convenção entre a República Federativa do Brasil e a Confederação Suíça para Eliminar a Dupla Tributação em Relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais, e seu Protocolo, assinados em Brasília, em 3 de maio de 2018.";"554";"PDL";"650";"2019"
"2223638-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223638-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223688-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223688-31";"2019-10-31";"Aprovada a Subemenda Substitutiva Global de Plenário ao Projeto de Resolução nº 113, de 2019, adotada pelo Relator da Mesa Diretora da Câmara dos Deputados.";"2223688";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223688";"PRC 113/2019";"Estabelece o processo legislativo digital no âmbito da Câmara dos Deputados, e dá outras providências.";"444";"PRC";"113";"2019"
"2223688-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223688-33";"2019-10-31";"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Ganime (NOVO -RJ).";"2223688";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223688";"PRC 113/2019";"Estabelece o processo legislativo digital no âmbito da Câmara dos Deputados, e dá outras providências.";"444";"PRC";"113";"2019"
"2223715-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223715-29";"2019-12-16";"Aprovado o Parecer.";"2223715";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223715";"PEC 158/2019";"Altera os arts. 7º e 56 da Constituição Federal ampliando para 180 dias a licença maternidade da trabalhadora e institui a licença maternidade para Deputadas e Senadoras";"136";"PEC";"158";"2019"
"2223757-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223757-3";"2019-10-15";"Aprovado";"490263";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263";"PL 8045/2010";"Código de Processo Penal.";"139";"PL";"8045";"2010"
"2223761-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223761-2";"2019-10-09";"Aprovado";"2184458";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2184458";"PL 10887/2018";"Altera a Lei n° 8.429, de 2 de junho de 1992, que dispõe sobre improbidade administrativa.";"139";"PL";"10887";"2018"
"2223828-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223828-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223829-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223829-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223830-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223830-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223834-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223834-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223837-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223837-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223841-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223841-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223845-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223845-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223848-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223848-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223850-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223850-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223853-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223853-2";"2019-10-09";"Aprovado";"1555470";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1555470";"PL 2303/2015";"Dispõe sobre a inclusão das moedas virtuais e programas de milhagem aéreas na definição de ""arranjos de pagamento"" sob a supervisão do Banco Central";"139";"PL";"2303";"2015"
"2223900-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223900-2";"2019-10-08";"Aprovado";"2196833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2196833";"PEC 45/2019";"Altera o Sistema Tributário Nacional e dá outras providências";"136";"PEC";"45";"2019"
"2223916-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223916-2";"2019-11-06";"Aprovado, com subscrição do Deputado Tiago Dimas (SOLIDARIEDADE/TO) e com inclusão de convite a representante da Associação de Notários e Registradores do Brasil.";"318352";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/318352";"PL 6792/2006";"Altera o caput e o inciso II do art. 22 da Lei nº 9.492, de 1997, dispondo sobre informações exigidas para registro, intimação e emissão do instrumento de protesto.";"139";"PL";"6792";"2006"
"2223922-21";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223922-21";"2019-12-17";"Aprovado o Parecer.";"2223922";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223922";"PL 5379/2019";"Dispõe sobre os direitos básicos das microempresa e empresas de pequeno porte e dá outras providências.";"139";"PL";"5379";"2019"
"2223936-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223936-2";"2019-10-08";"Aprovado";"2196833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2196833";"PEC 45/2019";"Altera o Sistema Tributário Nacional e dá outras providências";"136";"PEC";"45";"2019"
"2223948-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223948-2";"2019-10-08";"Aprovado";"2206203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206203";"PL 3267/2019";"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.";"139";"PL";"3267";"2019"
"2223951-17";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2223951-17";"2019-10-16";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2639/2019.";"2223951";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223951";"PL 5385/2019";"Altera o art. 311 do Decreto-lei n° 2.848, de 7 de dezembro de 1940 - Código Penal, para dispor sobre adulteração de sinal identificador de veículo.";"139";"PL";"5385";"2019"
